IsPossGoal,PlayerX,PlayerY,BallX,BallY,teammates_within_5,opponents_within_5,teammates_within_10,opponents_within_10,teammates_within_15,opponents_within_15,teammates_ahead_of_ball,opponents_ahead_of_ball
0,26.14,-0.62,12.73,25.71,1,1,3,2,3,4,4,8
0,29.49,-1.02,17.53,25.64,1,2,2,2,3,3,6,10
0,21.33,-0.57,24.73,-8.31,1,1,3,4,5,8,6,9
0,20.39,3.71,22.36,2.08,0,1,2,4,4,6,3,7
0,25.86,4.31,27.02,6.46,0,1,1,3,2,4,5,6
0,25.11,-4.24,24.7,-4.44,0,2,0,3,4,7,6,9
0,26.57,1.87,26.55,1.28,0,1,1,4,3,6,0,4
0,27.28,1.3,36.98,23.22,1,0,1,0,1,1,1,1
0,29.72,0.6,17.12,1.4,1,0,1,0,2,2,4,8
0,27.69,2.98,26.33,29.42,1,2,1,2,2,2,2,5
0,21.95,-0.04,22.38,0.37,0,1,2,4,3,7,7,9
0,22.54,-4.74,22.46,-5,0,1,1,4,4,6,5,10
0,28.04,0.2,29.33,-1.2,1,3,3,6,6,9,5,9
0,25.26,4.81,25.62,5.55,1,1,2,4,3,4,5,8
0,27.71,2.6,27.92,3.34,0,2,2,7,3,7,3,6
0,21.2,-3.82,21.6,-4.66,1,2,4,3,5,8,3,7
0,20.48,-4.19,22.27,-1.64,0,3,3,3,4,6,5,9
0,25.51,-1.17,25.46,-0.41,0,1,2,3,4,7,5,8
0,25.33,3.16,25.15,2.83,0,2,3,3,5,6,6,9
0,25.91,-2.85,26.71,-1.66,1,2,1,4,4,7,6,8
0,22.54,-1.88,21.78,-1.05,0,1,2,6,5,9,4,10
0,22.43,-0.53,23.51,0.6,0,1,2,3,4,5,4,7
0,22.95,-0.62,24.25,-1.27,1,2,1,4,3,8,4,9
0,24.21,3.4,24.1,2.59,0,1,1,4,2,5,3,7
0,22.28,4.44,21.44,5.52,0,1,1,1,2,2,8,11
0,27.25,-4.7,27.49,-5.24,0,1,1,4,3,6,3,5
0,24.06,3.43,27.16,6.67,0,1,1,4,3,6,1,4
0,24.9,-2.65,24.81,3.34,0,0,0,3,1,6,5,8
0,23.17,1.5,23.61,0.18,0,1,0,2,1,3,5,9
0,29.94,4.91,30.3,5.12,0,1,3,6,4,7,5,7
0,20.17,0.92,19.45,-4.65,0,0,2,1,4,2,7,11
0,27.02,-2.96,26.65,-4.48,1,2,2,4,3,6,1,3
0,27.56,-4.21,28.07,-4.98,0,3,2,6,3,8,4,7
0,29.41,-3.2,NULL,NULL,0,0,0,0,0,0,0,0
0,21.81,-1.73,21.62,-2.23,1,1,1,2,3,3,6,10
0,24.07,-4.04,30.92,-0.76,1,0,1,4,4,5,2,4
0,22.77,3.55,22.47,4.7,0,2,1,4,2,5,2,6
0,20.78,4,21.98,6.17,0,1,1,3,5,5,6,10
0,21.07,-2.13,24.36,-8.43,0,1,2,3,4,6,5,7
0,23.17,-4.85,24.72,-4.33,1,1,1,2,4,4,6,9
1,25.96,0.61,26.52,0.36,1,4,2,5,3,8,3,5
0,27.54,3.44,27.5,2.32,1,4,1,5,1,8,2,5
0,21.97,4.82,31.31,11.89,2,1,2,4,5,5,2,4
0,26.23,1.86,25.65,3.48,0,1,1,2,3,7,3,7
0,24.88,-3.19,24.92,-3.52,0,0,2,2,7,6,7,9
0,25.19,0.35,38.79,1.49,0,2,1,5,2,7,3,4
0,23.69,0.94,19.82,0.4,1,1,4,1,5,3,7,10
1,21.54,-2.28,21.5,-4.86,0,1,1,2,3,5,4,7
0,25.04,-1.57,25.44,-1.97,0,1,3,4,3,7,4,6
0,20.66,4.38,20.54,5.05,0,2,1,4,4,6,6,9
0,24.23,3.84,25.95,6.63,0,2,2,4,2,6,3,4
0,28.5,-2.99,29.14,-2.38,0,2,2,4,4,7,4,6
1,24.16,2.11,25.78,-0.96,0,1,1,5,3,7,3,6
0,26.04,1.43,25.51,4.04,1,1,2,4,5,7,6,9
0,27.93,-2.37,28.59,-4.32,1,2,1,3,1,3,0,3
0,20.08,0.49,19.94,2.53,0,1,2,2,4,5,5,10
0,28.15,-0.02,28.5,0.26,0,1,0,2,4,7,4,8
0,24.04,-3.39,26.12,-8.85,0,0,0,2,2,4,3,7
0,23.31,1.98,24.68,3.5,0,3,2,4,3,6,2,5
0,21.37,-0.1,18.47,-2.54,0,1,1,1,3,3,7,11
0,27.15,3.66,28.02,-0.63,1,3,2,6,4,8,2,6
0,21.89,4.48,22.23,3.25,0,3,3,3,4,9,3,8
0,29.74,-1.1,28.24,-1.58,0,1,0,1,2,3,6,8
0,25.67,4.64,29.38,-14.92,1,0,2,2,2,4,5,6
0,25.05,3.72,29.55,5.65,1,2,4,6,5,9,4,8
0,23.81,-4.41,23.9,-4.04,0,1,2,4,2,5,3,5
0,21.44,1.65,26.42,-4.73,0,1,1,2,3,7,3,6
0,23.66,1.07,24.71,0.79,0,2,2,5,4,8,3,7
0,22.93,4.29,22.49,4.69,0,2,1,3,2,5,1,5
0,28.32,-0.88,31.83,3.86,0,1,1,4,2,6,3,5
0,22.16,0.12,22.7,0.23,0,0,2,4,2,4,5,8
0,29.57,-1.85,29.47,-2.47,0,3,2,5,3,8,4,8
0,22.07,0.04,22.69,-0.36,0,1,2,2,3,5,6,10
0,29.31,-1.22,29.65,-1.63,1,2,3,4,4,7,5,6
0,20.91,-1.38,23.26,2.54,0,0,1,1,4,5,7,9
0,29.26,-3.76,30.31,-1.34,0,2,2,4,4,8,4,8
0,23.99,2.01,27.62,-2.32,0,2,0,3,4,5,3,3
0,29.18,-3.46,26.92,-1.77,0,1,2,5,3,7,2,6
0,21.55,0.74,18.99,8.14,1,0,1,2,3,7,4,9
0,25.45,4.38,25.32,4.58,0,2,0,3,3,6,1,4
0,21.15,0.4,21.71,0.2,0,1,0,3,2,5,5,9
0,20.69,-1.86,22.39,-3.22,0,2,2,4,2,7,2,5
0,25.59,-3.26,21.24,-0.11,2,0,2,2,2,4,1,4
0,27.83,-0.19,27.1,-0.66,0,1,1,4,2,7,7,10
0,24.49,2.62,24.63,1.93,0,3,3,3,4,7,6,7
0,20.35,-4.7,19.58,-5.19,0,2,0,3,3,5,5,9
0,22.6,-4.81,25.29,-5,1,1,2,4,4,6,4,6
0,20.87,2.75,21.01,2.07,0,1,0,2,5,5,7,10
0,26.77,-1.26,31.01,4.4,1,1,1,2,2,4,3,3
0,20.26,2,20.59,1.89,0,1,1,4,2,5,7,9
0,23.66,0.31,24.78,1.62,0,4,1,4,1,5,1,4
0,22.24,4.39,22.34,3.68,1,2,2,3,5,6,5,8
0,29.88,-3.22,6.52,-24.1,1,1,2,2,3,2,5,11
1,20.42,3.2,30.21,-6.25,1,0,1,3,2,5,0,1
0,21.43,-2.63,21.41,-1.35,0,1,0,2,5,4,5,9
1,26.26,4.66,27.77,7.98,1,2,2,6,3,7,2,5
0,24.55,3.43,28.98,28.81,1,0,1,1,1,2,3,7
0,29.64,0.01,29.45,-1,0,3,2,4,5,8,3,7
0,23.71,-4.31,22.41,-4.73,1,2,2,5,3,8,3,6
0,23.29,-0.82,23.54,-1.03,0,1,1,4,4,8,4,9
0,20.68,-4.79,23.45,-1.52,0,1,0,2,2,3,8,11
0,25.05,1.44,29.33,-0.66,1,2,4,5,6,9,7,9
0,24.31,3.23,24.45,0.77,0,1,2,3,3,6,5,10
0,21.43,4.62,20.65,4.81,1,0,2,4,3,6,3,6
0,21.1,1.01,21.82,1.73,0,3,2,7,2,7,2,5
1,24.53,1.75,26.05,-1.22,1,2,1,5,2,7,3,4
0,21.27,3.61,20.63,4.39,0,1,1,1,2,6,2,7
0,28.66,-4.35,28.47,-3.76,0,1,3,4,4,9,3,8
0,27.96,2.61,27.45,1.98,0,1,2,2,2,3,7,9
0,29.65,0.4,29.4,-1.27,0,1,1,5,3,8,4,9
0,27.63,0.4,27.22,0.06,0,2,2,4,7,8,6,10
0,22.86,-1.98,25.49,-9.13,0,0,1,3,1,6,5,7
0,29.71,-4.38,39.87,-27.57,1,2,3,3,3,4,3,7
0,26.12,-4.81,26.06,-5.18,0,1,0,1,2,4,8,11
0,22.94,-4.06,22.55,-3.48,0,1,0,1,3,6,5,10
0,28.89,-3.84,36.29,-6.3,1,1,1,3,3,7,1,1
0,22.54,-2.36,28.91,-12.86,1,1,1,2,1,3,0,4
0,23.79,-2.11,21.89,-1.99,1,1,1,3,4,6,5,9
0,20.01,-2.5,24.2,-5.86,0,0,1,2,1,4,2,4
1,27.02,-3.3,26.83,-3.9,0,1,4,5,8,9,6,10
0,29.98,-4.71,29.78,-7.73,0,2,1,4,5,8,5,9
0,21.95,1.79,22.22,-0.06,0,1,1,3,4,7,5,9
0,25.84,0.23,26.16,-0.94,0,3,1,5,4,6,3,7
0,21.41,0.23,21.41,0.07,0,1,2,2,3,5,4,7
0,25.78,4.15,25.92,2.16,0,2,2,4,6,7,5,6
0,22.17,-0.99,22.36,0.1,0,3,2,3,4,6,5,10
1,28.62,-4.8,34.62,-10.71,2,3,2,5,4,6,3,5
0,23.54,-2.05,23.93,-3.89,0,1,2,3,3,6,5,8
0,22.74,-2.89,22.26,-3.34,0,1,3,4,4,6,5,10
0,26.22,-3.08,27.49,-1.73,0,3,3,7,6,8,3,6
0,25.02,-3.01,24.88,-3.57,0,3,1,5,3,9,6,9
0,21.61,2.46,22.97,-2.65,1,0,2,6,4,7,3,5
0,26.03,-4.43,25.78,-4.07,0,1,1,4,5,7,6,10
0,20.26,-0.78,21.19,7.2,0,0,2,3,4,6,5,9
0,25.4,3.04,27.23,5.24,0,0,1,3,3,5,5,9
0,21.44,-0.13,21.58,1.68,0,0,1,3,6,6,7,10
0,28.8,-2.68,30.67,-4.27,1,1,1,3,1,4,1,2
1,26.08,-2.09,25.66,-0.32,0,2,3,3,3,7,5,8
0,23.36,-4.43,22.24,-5.26,0,1,1,1,4,5,7,10
0,28.47,-0.23,28.98,-0.29,0,1,1,4,3,7,3,5
0,21.85,3.53,27.6,9.38,1,0,2,5,3,5,4,6
0,23.03,-0.46,25.83,-3.28,1,3,1,5,1,5,1,4
0,25.73,-1.84,25.14,-2.11,0,2,2,5,5,9,4,10
1,29.8,-2.32,30.07,-1.9,0,1,1,2,4,8,7,9
0,26.11,-1.6,25.33,-1.27,0,2,1,5,3,9,6,9
1,23.71,-4.01,18.8,-5.68,0,0,1,3,2,3,6,9
0,22.76,0.23,22.88,-0.46,0,1,1,3,2,6,4,7
0,20.3,2.51,20.22,1.22,1,1,2,4,6,6,3,6
0,22.3,0.43,28.53,18.73,0,0,1,0,1,2,4,6
0,21.58,-0.21,24.27,3.42,0,0,0,1,0,4,5,10
0,21.63,4.14,20.84,4.74,2,1,3,4,6,7,6,9
0,20.29,3.83,20.98,3.55,0,0,1,1,3,2,8,9
0,27.32,0.13,27.58,-10.4,1,1,1,4,3,7,1,5
0,24.32,1.02,25.03,-0.36,0,1,2,2,4,6,8,11
0,23.92,4.39,23.75,4.03,0,1,3,1,4,5,5,8
0,24.12,0.9,23.93,2.86,0,1,0,2,4,6,2,7
0,29.06,-1.23,27.33,-3.41,0,0,1,2,5,9,6,10
0,25.12,3.06,24.21,3.29,0,1,1,2,3,6,5,9
0,27.78,-3.87,29.71,-6.74,0,2,1,6,4,8,2,6
0,20.15,-2.78,21,-3.09,0,2,1,2,3,4,1,3
0,21.2,-4.17,21.28,-4.64,0,2,0,4,1,5,1,5
0,24.57,4.23,26.68,4.41,1,1,2,3,3,4,2,3
0,26.56,-4.15,27.4,-5.19,0,2,3,6,6,8,5,7
0,28.3,3.93,27.64,4.7,1,1,1,4,3,5,2,4
0,28.73,-1.67,21.12,24.74,1,1,2,1,3,2,6,10
0,28.9,3.88,29.64,4.5,0,2,0,3,1,4,2,4
1,21.43,4.45,25.42,-0.71,0,1,3,3,6,8,7,8
0,24.93,4.73,26.7,-0.84,1,2,1,4,3,6,2,5
0,24.28,3.47,24.34,2.73,0,1,2,4,5,8,7,9
0,24.93,-2.84,25.36,-3.9,0,1,1,2,3,7,3,8
0,29.96,1.32,30.69,2.1,1,0,2,2,5,8,5,9
1,24.61,2.79,21.27,0.75,0,0,1,4,2,7,3,8
0,25.05,3.8,26.15,1.2,0,1,3,2,5,6,6,10
0,23.51,-1.54,23.65,-3.44,0,1,2,3,6,7,6,10
0,25.32,2.37,24.87,1.99,1,0,1,1,2,3,9,11
1,26.12,-0.54,27.08,0.34,0,2,1,3,7,8,5,9
0,21.6,-4.96,21.28,-5.38,0,1,1,2,5,4,6,9
0,21.4,-4.61,21.58,-5.18,0,2,2,3,5,6,2,5
0,28.73,-0.24,30.33,5.36,1,1,2,6,4,8,5,8
0,25.68,3.94,26.51,1.09,0,1,0,2,2,6,7,9
0,23.71,0.55,25.37,0.74,0,1,1,2,1,5,3,5
0,23.16,-3.45,24.21,-5.16,0,1,0,4,3,5,3,5
0,23.27,-3.36,22.37,-6.51,0,1,2,3,4,7,6,10
1,29.03,4.72,28.34,4.41,0,1,1,5,3,7,5,10
0,20.15,4.18,20.3,5.9,0,1,1,3,4,8,4,8
0,25.9,2.49,6.36,27.68,1,1,2,1,4,4,3,9
0,29.9,-4.87,29.51,-4.6,0,1,1,6,4,7,5,8
0,29.85,4.5,29.44,3.15,0,1,1,4,2,4,1,5
0,27.42,-3.02,28.43,0.09,1,2,2,5,4,7,2,5
0,26.83,0.39,29.37,20.92,1,0,1,0,3,1,5,9
0,27.81,-4.04,28.19,-6.17,1,1,2,3,4,6,4,9
0,20.44,1.87,20.74,1.47,0,2,3,4,5,8,7,9
0,26.82,1.46,27.2,2.4,1,2,1,5,5,8,7,10
0,20.92,-2.5,24.01,-5.33,0,1,0,4,3,6,3,4
0,23.36,1,26.13,-20.46,1,1,1,1,3,3,5,10
0,27.97,2.7,28.53,4.91,1,3,1,5,4,6,3,6
0,29.63,-3.49,29.48,-3.9,0,2,4,7,4,9,5,9
0,22.48,0.84,22.21,1.7,0,0,0,1,3,2,7,11
0,20.62,-2.3,19.67,-14.08,0,2,3,4,4,5,4,8
0,24.88,-4.24,29.79,-10.08,1,1,1,4,1,5,0,3
0,28.3,1.79,29.23,3.47,0,1,0,2,1,4,5,9
0,21.6,4.35,21.35,4.55,0,2,1,4,5,7,5,9
1,27.31,-3.86,29.98,-8.48,0,1,2,2,3,5,4,8
0,21.45,-1.27,21.27,-1.78,0,1,0,1,2,4,7,10
1,25.67,-1.58,51.88,-0.88,2,3,2,4,2,5,0,1
0,28.94,0.78,28.87,0.26,0,1,2,3,4,6,4,7
0,21.01,-2.3,21.41,-2.32,1,3,2,5,6,7,6,9
0,23.33,1.31,24.93,-2.44,1,1,3,3,4,6,5,7
0,21.76,-2.13,17.49,8.33,0,1,0,1,3,5,5,9
0,22.06,-4.2,21.54,-4.61,0,2,2,3,3,7,3,8
0,23.04,2.85,23.25,1.92,0,2,3,4,6,7,5,10
0,28.24,-2.24,27.98,-3.33,0,2,3,6,4,8,3,6
1,28.15,-2.51,27.88,-1.85,1,1,2,3,5,7,3,7
0,24.94,0.76,23.91,0.82,0,1,1,3,4,5,5,9
0,22.25,-0.5,9.53,17.18,1,1,1,2,2,2,7,10
1,28,4.52,27.23,-0.01,0,1,1,2,6,7,5,9
0,23.44,0.75,24.51,3.76,1,1,2,3,5,7,7,9
0,20.75,3.37,22,4.38,0,1,0,2,4,6,3,8
0,24.54,1.1,25.78,-0.53,0,1,1,2,4,6,7,9
0,20.11,-3.71,19.74,-5.51,0,2,2,3,4,5,5,9
0,24.14,0.58,24.83,-0.9,0,2,2,4,2,5,4,5
0,25.81,1.73,24.16,-28.6,1,2,3,2,4,5,4,7
0,21.54,-4.98,22.28,-0.83,0,1,1,5,4,7,4,8
0,29.53,-1.27,30.71,-3.67,0,2,0,5,3,7,2,6
0,27.71,0.17,28.08,-1.47,1,1,3,6,6,8,4,9
0,25.16,-1.61,21.32,-2.35,1,2,2,5,3,8,4,9
0,24.9,0.95,26.06,5.09,0,1,2,4,3,6,4,6
0,20.75,0.15,20.51,-0.55,0,1,1,3,2,6,5,9
0,24.95,-4.34,24.94,-3.25,1,1,4,6,7,9,5,9
0,27.85,0.34,27.69,-0.38,0,2,3,3,5,9,6,9
0,21.08,-3.74,20.48,-5.17,1,1,2,3,3,5,1,7
0,21.98,3.59,21.81,4,0,3,1,3,2,6,4,8
0,22.7,4.95,21.58,5.6,0,1,1,2,1,5,3,7
0,22.13,-0.69,29.38,-22.22,2,0,2,2,3,4,3,9
0,23.17,-1.8,24.06,-4.44,0,1,2,4,3,4,6,9
0,20.1,2.07,26.67,9.79,1,0,2,4,3,6,5,6
0,28.72,4.27,29.2,4.77,0,2,3,3,6,6,5,9
0,24.3,1.5,21.39,3.61,1,1,3,2,4,3,6,10
0,20.82,-3.84,22.23,-7.88,0,1,1,1,5,3,7,10
1,22.23,-0.97,22.13,-1.62,0,1,0,4,4,6,4,8
0,23.84,0.58,24.43,-0.75,1,1,2,3,3,3,4,8
0,21.63,0.36,21.94,0.68,0,2,1,3,2,6,5,9
0,24.52,4.5,23.34,6.1,0,1,2,4,4,7,5,10
0,28.56,1.8,30.59,-1.91,0,2,2,4,3,6,4,5
0,26.61,4.4,8.18,10.91,1,0,2,2,4,5,5,8
1,20.97,-3.77,21.08,-4.42,0,1,1,3,4,6,6,9
0,24.74,-1.37,24.28,-1.58,0,1,1,2,3,5,7,10
0,25.75,-2.49,26.4,-2.15,0,1,0,2,2,7,6,9
0,26.29,1.72,27.67,4.28,0,1,1,3,4,7,4,10
0,29.63,-4.51,29.45,-0.31,1,1,2,4,3,8,5,10
0,27.18,-4.64,26.45,-4.43,0,1,2,2,4,5,7,10
1,20.13,4.52,20.25,4.17,0,1,1,5,3,6,2,3
0,28.32,0.15,32.41,11.89,1,2,2,2,2,6,5,7
0,29.27,-4.74,28.79,-3.91,0,1,2,4,3,8,6,9
0,25.19,-1.48,23.33,0.08,0,1,2,3,3,7,4,9
0,22.55,4.69,21.66,4.05,1,1,1,2,2,6,2,7
0,20.48,1.5,32.24,-29.38,1,0,1,1,1,1,1,5
0,26.96,1.75,32.36,2.84,2,2,4,7,5,8,5,6
0,23.35,0.32,21.05,-1.59,0,1,1,4,3,4,3,6
0,23.49,1.43,23.42,1.8,0,1,1,3,3,6,6,10
0,21.46,-2.32,20.87,-2.23,0,2,1,3,3,6,5,9
0,25.38,-3.47,25.49,-3.46,0,1,2,3,4,7,5,9
0,22.94,-3.57,14.09,-3.16,1,1,2,2,5,5,7,9
0,29.41,1.64,29.17,1.2,0,3,2,5,4,8,5,9
0,29.7,-1.08,30.3,-1.21,0,1,1,4,5,8,6,8
0,20.34,3.87,30.2,6.56,0,1,1,4,2,6,5,6
0,22.32,0.6,22.88,4.28,0,0,1,1,3,6,6,8
0,29.77,-3.83,33.95,-0.09,0,2,3,6,3,8,2,5
0,28.96,3.24,27.69,-1.8,0,0,2,4,4,6,5,9
0,26.53,1.74,27.32,1.65,0,1,2,4,2,5,3,6
0,26.21,-4.33,26.96,-3.01,1,1,4,2,6,7,8,11
0,25.22,3.42,26.02,1.04,0,1,1,4,4,6,4,7
0,24.92,0.62,25.31,-6.28,0,0,2,3,3,3,6,10
0,21.82,-2.3,16.16,-13.6,1,0,2,1,3,3,7,10
0,25.04,-3.38,27.48,-8.63,0,0,1,1,2,3,7,11
0,26.02,-1.38,25.25,1.3,1,1,2,1,3,3,8,11
0,21.94,-0.77,30.23,-5.31,1,0,3,4,6,7,8,8
0,24.77,0,24.61,-0.75,1,1,2,2,6,8,7,11
0,21.86,1.69,22.76,-1.05,0,1,1,4,6,7,7,9
0,26.83,-3.37,28.06,17.14,1,0,2,1,2,2,3,9
0,27.69,3.32,30.71,1.44,1,3,2,4,3,5,3,5
0,21.26,0.73,NULL,NULL,0,0,0,0,0,0,0,0
0,22.68,4.11,21.74,-3.42,0,0,1,1,2,5,3,6
0,25.46,-1.91,26.24,1.88,0,1,2,2,4,7,6,9
0,28.13,-4.25,27.89,-5.29,0,0,0,3,4,4,2,6
0,23.33,1.54,24.96,-1.91,1,1,3,3,4,7,6,9
0,28.11,0.87,31.18,0.85,1,1,2,4,2,6,3,4
0,22.43,-0.44,21.46,-0.4,0,1,1,3,1,5,3,7
0,27.23,-1.47,32.43,6.6,0,1,1,5,3,6,3,5
0,20.88,3.3,27.98,0.4,2,1,3,2,5,8,7,10
0,29.74,-0.32,31.62,1.4,0,2,1,5,4,8,4,8
0,20.8,-4.93,21.23,-4.83,0,1,1,4,3,5,6,9
0,27.71,3.58,27.39,4.19,0,1,1,2,2,7,5,10
1,22.79,-3.69,22.32,-4.26,0,2,0,4,1,5,2,7
0,22.61,-1.13,22.06,-0.88,0,2,0,2,2,3,4,8
0,27.39,2.31,-16.41,-23.32,1,0,1,0,2,1,9,10
0,21,4.21,21.57,5.03,0,2,1,2,1,3,5,7
0,21.89,-2.95,20.62,-2.67,0,2,2,3,4,6,4,9
0,23.01,1.28,22.92,0.34,1,3,1,4,4,8,5,8
0,21.67,3.35,22.43,8.98,1,1,2,3,3,7,5,10
0,24.53,-0.85,24.35,-1.44,0,1,1,3,1,6,6,9
0,29.52,-2.22,28.44,1.09,0,1,3,4,6,8,4,7
0,29.44,-4.55,25.03,-4.88,0,1,3,6,7,8,4,9
0,27.87,-4.18,26.81,-8.7,0,3,2,7,3,8,2,5
0,22.68,0.18,22.17,-0.51,1,0,2,2,5,6,4,7
0,22.02,0.08,24.3,-2.25,1,1,3,3,3,7,6,8
0,25.83,2.01,30.8,-1.94,0,3,2,5,3,6,4,6
0,29.62,0.38,30.31,-4.07,1,4,1,5,2,6,2,4
0,27,-1.63,26.65,-2.06,2,3,2,7,5,8,5,7
0,20.85,-1.36,20.85,-1.93,0,0,1,1,3,3,8,9
0,24.1,-0.24,24.91,4.24,0,1,0,2,4,8,5,9
0,21.12,0.89,21.99,-8.8,0,1,1,2,3,3,6,10
0,21.42,-2.72,22.01,-2.42,0,1,2,3,6,7,6,10
0,26.9,-1.6,27.03,-1.07,0,2,1,4,2,5,3,7
0,25.12,0.22,24.45,4.94,1,1,2,3,6,6,5,9
0,24.11,-3.36,23.87,-2.78,0,1,1,4,5,7,5,7
0,23.67,-0.06,23.55,-0.63,0,1,0,1,3,4,5,6
1,25.03,3.63,29.49,7.42,1,1,2,3,3,5,5,7
0,26.71,-0.49,28.41,-2.79,0,3,2,7,7,8,4,8
0,29.31,0.85,29.73,0.83,1,2,5,5,6,7,5,9
0,24.7,-1.66,24.94,-1.88,0,1,2,2,4,6,4,6
0,25.8,-2.29,21.38,-2.08,0,0,1,1,3,3,4,9
0,23.72,-4.35,27.17,-7.54,1,1,1,2,3,5,6,7
0,22.22,4.22,22.96,4.34,0,0,1,0,2,1,9,11
0,25.19,0.62,24.8,-1.36,0,1,1,2,5,7,5,9
0,24.72,-2.6,24.44,-3.35,0,1,1,3,3,6,5,9
0,20.7,4.82,20.48,4.96,1,2,2,5,3,5,3,6
0,24.04,4.64,24.29,4.7,0,1,0,2,5,7,6,10
0,21.85,-2.29,21.24,-2.39,0,0,1,2,1,5,4,10
0,24.59,0.79,24.34,0.2,0,1,1,3,6,8,6,9
0,20.67,-0.48,19.56,-4.94,0,0,0,3,2,4,1,5
0,20.6,3.63,21.64,1.57,0,0,2,2,3,6,3,5
0,23.47,3.07,21.5,1.78,1,2,3,4,5,7,4,7
0,27.02,-4.95,9.9,-2.97,1,0,2,2,4,4,5,10
0,24.68,4.87,18.86,-9.63,2,0,2,3,2,3,5,9
0,22.57,1.94,23.07,2.16,1,2,1,3,2,8,4,7
0,20.35,-2.29,23,-0.39,0,1,1,2,4,4,7,10
0,27.33,-1.18,41.8,0.17,2,2,2,4,3,5,0,1
0,23.99,-4.29,23.95,-3.76,0,1,0,2,5,6,8,10
0,24.2,-0.41,18.61,-9.11,1,0,1,3,4,4,4,8
0,21.67,-3.62,22.95,0.2,0,0,2,5,4,6,5,7
0,27.72,2.96,25.9,2.25,0,2,3,5,4,8,4,7
0,24.54,-3.54,24.67,-1.43,0,1,1,2,3,6,4,9
0,29.39,1.31,34.88,-6.8,0,1,2,5,3,6,3,4
1,20.87,-3.7,21.12,-3.5,0,1,1,4,3,6,5,9
0,29.6,1.56,30.85,-0.79,0,1,1,5,2,6,1,3
0,22.74,-4.26,23.16,-5.86,0,1,1,5,3,8,2,5
0,20.49,-2.37,21.27,-2.49,0,1,1,2,2,5,4,7
0,24.92,-0.98,25.18,-1.55,0,0,1,3,6,7,7,9
0,24.83,-0.59,57.05,5.38,0,0,0,1,0,1,0,0
0,29.91,-1.34,33.9,4.92,0,1,0,1,3,4,2,4
0,23.08,-3.41,23.33,-5.1,0,2,3,3,3,7,2,6
1,29.04,0.52,34.46,6.66,2,4,4,6,6,8,3,6
0,25.47,1.31,23.91,3.58,0,1,1,2,1,3,3,5
0,28.96,4.53,30.86,8.56,0,1,0,4,4,5,3,5
0,27.08,-4.48,22.67,20.84,1,1,1,1,2,2,5,9
0,23.84,4.94,20.46,6.74,1,1,1,1,3,3,6,10
0,25.9,-2.35,25.65,-3.33,0,1,2,5,5,7,6,9
0,22.3,0.61,23.16,0.85,0,1,1,4,3,5,4,7
0,28.87,-3.47,30.41,-9.95,0,0,2,4,5,6,3,6
0,23.08,-1.6,23.19,-2.5,0,1,1,3,3,6,6,10
0,29.4,2.9,22.19,-3.6,1,1,2,4,3,7,4,9
0,21.03,-0.57,21.24,-2.02,0,3,0,4,2,7,2,5
0,20.35,-0.18,19.79,-0.09,3,2,5,6,7,9,5,6
0,22.6,4.82,20.68,8.52,0,0,0,1,2,5,7,10
0,25.55,4.23,26.58,5.57,0,2,3,6,4,7,3,5
0,23.94,1.33,20.33,-0.74,0,1,1,3,2,5,4,7
0,26.14,0.46,29.72,-7.83,0,1,0,3,2,5,3,6
1,25.28,0.79,24.96,-2.99,1,2,2,4,2,6,3,7
0,20.01,4.36,23.49,-2.08,0,1,3,4,4,5,5,7
0,27.31,-2.24,28.83,-7.33,0,1,1,1,3,6,6,9
0,23.54,-3.66,23.62,-4.49,0,2,2,4,2,7,2,5
0,22.97,2.46,23.05,2.09,0,2,2,3,4,7,3,8
0,22.98,-1.8,24.62,-3.48,0,0,1,3,2,3,2,5
1,22.4,1.98,22.49,1.45,0,2,1,4,5,7,6,10
0,27.41,-0.96,28.15,0.88,1,1,2,5,6,9,6,10
0,21.88,2.94,20.97,1.97,0,3,2,6,3,6,2,6
0,20.03,4.86,18.92,-2.25,1,0,2,3,5,6,6,10
0,21.07,-4.33,22.5,-2.59,0,2,2,2,4,7,6,10
0,23.58,4.51,22.81,5.15,0,1,1,4,4,9,2,7
0,29.7,-1.04,29.54,-1.95,0,1,2,5,5,7,5,8
0,24.52,-3.57,25.51,-6.91,0,1,1,3,3,7,5,8
0,23.85,3.98,23.36,3.93,0,1,1,3,2,7,5,9
0,28.56,0.06,25.52,0.8,1,1,2,4,3,6,3,7
0,25.02,-0.7,24.6,-2.15,1,1,2,5,3,7,2,7
0,21.2,3.77,20.46,2.26,0,1,1,3,2,6,1,7
0,22.35,-4.04,23.87,-5.37,1,1,2,4,3,7,2,6
0,24.17,-2.43,23.94,-3.03,0,2,1,3,3,7,4,8
0,28.78,-1.77,28.77,-3.93,0,1,0,2,5,5,7,10
0,24.15,-2.46,31.75,-5.59,1,1,3,4,4,6,4,6
0,20.16,2.59,21.56,4.2,0,0,0,1,1,3,7,10
0,25.36,4.63,24.44,4.9,0,1,1,3,2,5,1,4
0,22.43,-1.61,22.27,-1.4,0,1,0,2,1,5,5,9
0,21.31,1.18,21.93,0.51,0,4,4,5,4,7,2,6
0,24.89,-0.34,25.53,-0.47,0,1,2,2,5,5,6,9
0,29.93,4.49,30.33,4.34,0,1,0,1,1,8,6,11
0,25.26,-1.99,25.53,-1.53,0,3,3,6,3,7,5,7
